gender,age
 ,37
M,44
 ,28
M,20
 ,30
 ,3
 ,22
F,43
F,40
F,18
M,21
M,13
M,43
F,24
F,78
M,75
M,26
 ,54
 ,65
M,21
M,29
 ,57
F,1
M,26
F,21
F,51
F,34
F,22
 ,10
 ,62
 ,29
F,28
F,46
M,21
 ,51
 ,31
F,22
 ,31
 ,25
F,40
 ,39
F,40
 ,35
F,43
M,23
M,19
 ,50
F,55
F,19
M,26
F,36
 ,42
F,23
F,42
M,47
F,67
F,28
F,42
F,46
M,47
 ,37
F,2
 ,37
F,26
 ,55
F,62
M,43
F,31
M,49
M,20
 ,34
 ,15
M,62
F,65
F,5
 ,75
M,34
M,59
 ,34
M,63
M,19
F,41
 ,66
F,46
F,50
F,37
M,31
F,8
M,31
M,35
F,62
M,18
F,23
F,29
M,43
F,29
M,30
M,42
F,32
F,60
M,61
F,45
M,17
M,1
M,21
 ,35
M,67
F,24
 ,33
F,34
 ,2
M,20
F,40
F,16
M,35
M,17
M,67
F,44
 ,24
 ,36
 ,29
M,44
M,16
M,66
F,49
M,24
 ,66
F,20
 ,38
F,50
M,75
M,72
F,71
F,39
F,21
F,50
F,27
 ,32
F,28
F,40
 ,25
 ,60
F,29
 ,51
F,45
 ,23
M,28
M,32
M,78
F,41
F,28
F,43
F,53
 ,22
F,55
F,90
M,37
 ,54
M,44
M,68
M,25
 ,58
 ,39
M,45
F,47
 ,72
M,47
 ,27
 ,30
 ,37
 ,58
M,39
M,38
 ,19
 ,32
 ,26
F,21
M,65
M,41
M,60
 ,31
M,42
F,72
 ,52
 ,19
F,25
M,49
M,22
M,32
F,29
F,36
 ,56
F,32
M,45
F,21
M,16
F,3
 ,19
M,39
 ,64
 ,54
 ,21
M,66
M,2
 ,38
M,33
F,67
 ,21
 ,64
M,11
F,23
M,38
M,34
 ,12
F,69
 ,65
M,26
M,76
M,77
M,68
M,37
F,55
F,25
 ,35
 ,29
M,47
 ,68
 ,24
 ,36
 ,37
 ,66
 ,41
F,35
F,31
F,61
 ,38
 ,35
M,33
M,52
 ,8
M,26
M,23
M,3
M,5
M,38
M,78
F,37
M,20
F,75
M,83
F,43
F,70
F,55
F,27
M,61
M,19
F,28
M,19
F,37
F,23
F,22
 ,72
F,74
M,73
M,28
 ,36
F,23
F,47
M,78
F,49
M,70
F,9
F,31
M,12
M,35
M,23
F,35
M,65
M,74
M,45
M,25
M,62
F,25
M,28
M,34
F,37
M,57
M,34
F,59
F,68
F,35
M,30
M,40
F,36
M,45
M,55
F,44
F,47
F,65
F,42
F,40
F,8
M,72
M,42
F,58
M,27
M,30
M,37
M,73
F,61
F,36
M,59
F,68
M,58
F,90
M,81
M,82
F,28
M,70
F,56
F,20
F,9
M,54
M,33
M,30
M,9
M,10
M,51
 ,33
M,35
M,53
F,38
M,54
M,23
M,66
F,27
M,65
M,38
M,37
F,21
M,52
F,68
F,11
F,75
F,65
F,65
M,18
F,73
O,34
M,82
F,73
M,33
M,60
F,43
F,30
M,34
M,62
F,57
F,26
 ,47
F,24
F,34
F,69
M,70
F,58
F,29
F,34
F,74
M,77
M,53
M,64
M,44
 ,39
F,30
F,47
M,43
M,61
 ,74
F,30
F,30
M,76
M,16
F,60
M,39
F,39
F,65
F,47
F,52
M,39
F,50
F,24
F,37
M,63
F,53
F,43
F,36
F,34
F,72
M,34
F,62
F,33
 ,37
M,39
 ,82
M,14
F,80
M,24
F,58
F,36
M,63
M,20
F,38
F,47
M,33
F,59
M,60
F,39
M,43
M,20
F,53
F,71
F,56
F,60
F,40
F,15
M,78
M,24
M,56
M,16
M,17
 ,42
F,74
M,40
 ,52
M,39
M,35
F,45
F,44
F,74
M,52
M,55
M,44
F,55
M,38
F,39
F,42
M,16
M,34
M,40
M,46
M,37
M,71
F,23
M,59
F,35
M,44
F,62
F,72
M,35
M,27
M,39
M,36
F,71
F,50
M,29
F,86
F,11
F,88
M,68
F,64
 ,46
M,34
F,92
M,29
F,28
M,83
 ,79
 ,77
M,32
F,52
M,62
F,27
M,8
F,61
M,57
M,55
M,37
M,28
 ,38
F,37
 ,25
 ,59
 ,46
M,36
F,43
F,43
M,43
 ,67
 ,38
 ,33
M,61
M,72
M,30
M,73
 ,36
M,27
 ,43
M,35
M,75
M,42
 ,60
 ,61
 ,29
 ,21
 ,60
 ,52
 ,25
M,44
 ,68
M,39
F,73
F,42
M,68
M,19
 ,20
F,51
F,54
M,46
F,31
F,20
M,36
 ,48
 ,22
 ,51
 ,49
 ,71
 ,76
F,36
M,49
F,34
 ,30
M,56
M,19
M,50
F,47
M,55
M,61
 ,46
 ,27
 ,28
 ,49
 ,25
F,37
M,72
M,29
F,64
F,39
F,67
M,45
F,36
M,35
M,5
 ,44
F,3
F,42
 ,56
F,66
F,3
M,7
M,25
F,39
 ,53
F,44
F,70
M,19
 ,39
M,39
 ,40
M,23
M,23
M,74
F,75
 ,15
 ,27
M,52
F,37
M,27
F,14
 ,32
F,29
M,9
F,30
M,40
 ,65
 ,41
 ,53
 ,65
M,31
F,76
F,33
F,11
M,52
 ,21
F,42
F,22
M,10
 ,43
F,21
F,61
F,9
M,43
M,47
 ,18
M,20
F,31
 ,35
 ,20
M,59
 ,35
F,41
M,69
M,18
 ,63
M,3
M,37
F,40
F,49
F,61
F,27
M,19
M,23
F,68
F,38
M,23
M,20
F,36
M,65
M,32
F,18
M,17
M,26
M,23
 ,17
F,28
F,64
F,18
M,51
 ,37
 ,38
F,9
F,29
F,24
M,17
 ,23
F,24
 ,44
M,40
M,33
F,70
F,66
F,21
F,39
F,10
F,14
F,40
M,39
 ,47
 ,22
 ,72
F,23
F,25
 ,57
M,20
F,23
M,9
M,53
F,52
 ,38
M,21
M,40
M,36
F,66
F,21
F,35
M,40
M,67
M,33
 ,51
M,21
 ,21
 ,42
 ,31
F,2
F,57
 ,54
M,48
 ,20
F,22
M,23
F,23
F,23
F,25
M,41
F,29
M,28
 ,19
 ,75
M,23
F,46
F,41
M,58
F,23
 ,24
F,33
 ,31
 ,45
 ,60
M,33
F,61
F,40
F,38
 ,54
M,6
M,27
M,10
M,45
F,64
M,68
M,5
M,70
 ,24
 ,16
M,21
 ,33
 ,30
 ,3
M,20
M,27
F,20
M,42
M,17
M,52
F,45
F,68
M,34
F,38
M,76
M,7
M,66
F,47
 ,19
 ,16
M,50
M,27
M,46
F,3
M,57
F,44
M,38
F,47
 ,44
F,30
 ,4
M,37
 ,24
M,32
F,29
M,31
M,37
F,38
F,21
M,46
F,16
M,31
F,63
M,18
M,40
F,16
F,19
F,24
 ,45
M,21
M,24
M,20
 ,72
F,49
 ,25
M,55
M,39
 ,22
M,49
M,3
F,34
F,47
F,23
F,36
F,29
 ,42
 ,50
 ,21
 ,71
M,23
M,42
M,29
M,25
M,52
M,30
F,31
M,32
F,32
F,29
 ,50
 ,41
F,48
M,65
 ,26
F,43
 ,48
M,3
F,24
F,30
 ,42
M,42
M,26
F,28
F,57
F,59
 ,54
F,77
 ,21
F,42
 ,29
 ,32
M,12
M,27
M,34
 ,59
 ,17
M,63
M,57
F,65
F,51
M,36
M,21
F,33
M,40
 ,20
M,30
 ,16
 ,31
F,70
M,15
F,27
F,85
F,65
M,45
 ,44
 ,48
F,3
F,35
F,63
 ,65
F,35
 ,71
M,43
M,57
 ,79
M,55
F,37
M,18
M,61
M,35
F,51
F,53
 ,54
F,61
M,40
 ,29
M,19
F,17
 ,25
M,34
 ,38
F,55
M,32
 ,34
M,46
M,36
M,68
M,28
F,3
M,64
 ,34
F,3
F,21
M,63
M,92
F,54
 ,33
F,27
M,17
M,9
M,13
 ,38
F,65
F,34
 ,47
F,35
M,40
M,36
M,29
M,46
F,74
M,32
 ,21
F,3
F,45
M,60
F,26
M,3
 ,43
F,68
M,47
F,44
 ,66
F,68
F,43
F,27
 ,77
F,74
 ,33
F,38
 ,11
F,65
M,20
 ,22
 ,26
M,58
F,45
F,21
F,34
F,51
 ,37
F,21
 ,29
M,40
 ,26
M,47
F,22
 ,38
M,31
 ,19
 ,57
M,48
F,54
F,74
M,26
F,35
 ,26
M,47
F,71
 ,51
 ,31
F,71
F,40
M,67
F,49
F,58
M,55
F,46
F,68
F,35
M,58
F,38
M,52
M,35
F,57
M,57
F,88
F,41
M,40
F,62
O,59
F,41
F,73
M,80
F,47
F,23
M,54
F,55
M,25
F,37
M,19
F,38
F,58
F,48
M,39
F,59
F,19
F,66
M,32
M,76
M,82
M,37
 ,61
 ,58
F,66
F,67
M,29
F,19
 ,73
F,71
F,77
M,45
F,68
F,40
M,44
F,69
M,29
M,41
M,87
M,83
F,41
F,59
M,62
M,80
M,74
M,76
F,21
F,44
M,58
M,38
M,42
M,37
M,29
M,31
M,37
 ,56
 ,69
M,41
M,63
F,69
M,64
M,25
F,37
M,84
F,59
F,63
M,58
M,35
M,47
 ,29
F,48
F,49
F,20
M,66
F,36
F,39
F,39
F,44
F,74
M,57
F,77
F,20
M,69
M,29
F,24
F,48
M,72
 ,47
F,82
 ,48
 ,80
F,63
M,77
M,40
M,54
F,76
M,75
M,74
F,40
 ,76
 ,63
M,49
M,70
M,53
M,61
M,46
M,70
F,27
M,60
M,73
F,38
F,55
F,41
M,75
M,70
F,40
M,39
M,50
F,58
M,35
M,69
M,61
 ,52
F,63
F,38
F,40
F,49
M,30
F,71
M,39
M,59
F,70
F,83
F,25
M,78
M,23
F,53
F,79
M,65
F,52
M,44
F,44
M,71
F,81
F,72
M,41
F,73
M,47
F,69
M,72
M,62
F,59
F,79
F,60
M,26
M,62
M,63
F,47
F,67
M,55
F,47
M,60
M,29
M,49
F,24
F,84
M,25
F,67
M,65
F,68
M,68
M,91
F,79
F,74
F,53
M,53
F,78
F,58
M,87
F,65
F,33
F,46
M,86
F,39
M,49
M,28
F,37
M,63
 ,48
M,80
M,61
F,73
M,52
F,50
M,61
F,65
F,74
M,47
M,59
 ,32
F,31
M,67
M,42
F,58
M,91
F,62
M,44
 ,38
F,26
F,68
M,66
F,48
F,80
F,66
M,52
F,78
 ,61
F,64
F,34
F,59
F,63
 ,29
M,78
M,70
M,68
F,29
F,63
F,73
M,31
F,64
M,63
F,49
M,53
M,29
M,51
M,77
F,56
F,67
F,66
M,76
M,84
F,38
O,28
F,62
M,62
M,68
M,91
 ,88
F,74
M,88
F,65
F,74
M,82
M,60
F,32
M,114
F,55
M,68
M,74
M,56
M,74
M,78
M,63
M,57
M,78
M,76
F,45
F,84
 ,76
 ,80
M,37
F,72
M,61
M,58
M,90
M,79
F,77
F,73
M,55
M,71
F,54
M,58
F,81
F,84
M,70
 ,0
F,90
M,53
M,48
M,68
F,51
F,74
M,54
F,29
F,48
 ,72
F,29
M,55
F,71
M,66
M,74
M,45
F,67
M,76
O,67
M,68
M,68
F,79
F,72
F,74
F,91
F,74
F,34
 ,65
F,65
F,71
F,62
F,86
 ,60
M,63
F,70
F,73
M,39
M,78
M,72
F,80
M,63
M,75
M,59
M,86
M,52
M,41
F,46
F,69
M,50
F,74
F,61
M,65
M,71
M,78
M,85
M,83
F,59
M,75
F,61
M,80
M,73
F,72
M,42
M,43
F,71
M,65
O,53
F,61
F,59
M,52
F,68
F,38
F,74
F,82
 ,57
M,69
 ,68
F,76
M,81
M,78
F,51
F,60
 ,31
M,81
M,75
M,85
 ,108
M,72
M,79
M,70
F,80
F,35
M,77
M,56
F,67
M,63
M,65
M,66
M,73
F,69
F,72
M,54
M,46
M,81
F,65
M,44
 ,40
F,63
M,66
F,41
F,42
 ,29
 ,39
M,40
F,27
 ,39
F,89
F,32
F,30
M,40
 ,81
 ,29
F,22
 ,33
M,66
M,23
F,19
M,36
 ,32
M,47
M,72
M,43
F,17
 ,17
M,38
F,70
M,16
M,30
M,83
F,47
M,6
M,15
F,33
M,61
 ,67
 ,81
M,29
 ,78
 ,38
 ,34
F,7
 ,43
 ,54
F,2
 ,62
F,84
 ,53
 ,47
 ,20
F,66
M,71
 ,50
F,74
M,38
F,26
M,43
 ,23
F,21
 ,53
 ,64
F,60
M,25
 ,43
 ,85
 ,48
 ,75
M,18
M,57
 ,23
 ,63
F,44
F,63
F,19
F,48
F,18
 ,32
M,43
F,66
F,41
 ,61
M,41
 ,46
M,32
 ,33
M,65
 ,78
M,19
M,26
M,32
 ,46
F,64
 ,19
M,75
F,27
F,19
F,2
M,6
M,3
 ,18
 ,23
M,62
F,18
F,41
M,53
M,66
M,58
F,19
F,30
F,59
F,23
 ,48
F,21
F,60
F,20
 ,21
M,71
M,38
F,50
F,69
M,30
F,58
 ,67
F,39
M,30
M,27
F,70
M,72
M,45
 ,27
 ,52
 ,53
M,56
M,67
 ,13
F,71
M,9
M,81
M,90
 ,31
M,19
F,21
F,81
M,18
 ,29
F,61
M,77
F,65
 ,63
 ,75
 ,47
M,63
M,35
F,44
M,82
F,68
F,49
M,22
M,11
 ,72
 ,41
M,73
M,25
 ,71
F,38
 ,28
 ,42
 ,16
 ,34
M,57
M,18
 ,63
F,18
 ,20
F,53
F,87
 ,35
M,25
F,24
 ,19
 ,17
M,65
F,19
 ,25
F,47
M,38
M,62
M,78
F,23
 ,62
 ,18
F,50
F,55
 ,43
F,19
F,37
M,29
F,17
F,21
F,48
F,78
F,36
F,33
 ,27
M,17
M,48
 ,19
M,64
 ,28
M,42
F,43
F,40
F,71
 ,61
F,45
F,33
M,42
 ,22
F,32
F,32
M,52
O,55
 ,24
 ,70
 ,32
M,25
M,20
F,17
M,52
 ,64
F,85
 ,23
F,76
 ,30
F,39
F,23
 ,68
M,24
M,65
M,28
M,30
 ,24
F,17
M,39
F,22
F,75
F,56
M,30
F,22
F,61
F,12
F,14
F,50
F,39
M,36
M,43
F,48
M,25
 ,20
M,66
 ,34
 ,32
M,42
M,23
M,18
 ,65
M,39
F,74
F,71
M,29
 ,28
F,49
F,31
F,25
M,37
M,35
M,57
M,86
F,72
M,7
 ,54
M,24
 ,42
O,47
F,69
F,28
F,47
 ,31
F,22
M,22
M,41
M,20
F,59
F,31
M,37
M,61
F,30
F,46
F,22
F,72
F,58
M,19
F,5
 ,55
F,72
F,21
F,5
F,40
M,44
F,65
 ,45
M,42
M,27
M,43
M,66
 ,20
F,33
F,20
 ,44
F,11
 ,41
M,22
 ,32
M,34
 ,8
 ,33
 ,48
M,4
 ,64
M,32
 ,45
F,25
F,27
M,73
M,35
 ,39
F,41
 ,4
 ,47
M,49
F,27
M,22
 ,57
F,59
M,33
M,70
F,31
F,84
F,60
F,41
F,85
F,43
F,70
M,64
 ,24
M,58
M,4
F,33
F,78
 ,19
F,24
M,41
M,56
M,35
 ,61
M,68
F,14
F,7
 ,25
 ,58
 ,15
M,97
F,71
 ,32
 ,52
 ,22
M,42
F,19
M,43
M,45
M,36
F,31
 ,51
 ,33
 ,35
M,22
M,35
M,58
F,11
F,4
F,37
M,13
M,22
 ,16
M,66
 ,12
M,44
M,57
F,64
 ,68
M,52
F,43
M,48
F,62
F,36
F,72
M,62
F,34
 ,59
M,30
F,73
M,5
F,28
M,33
M,45
 ,44
 ,51
F,4
F,31
M,22
F,72
F,13
M,57
 ,20
 ,31
 ,33
M,25
F,30
F,41
F,21
 ,43
M,47
F,43
F,37
M,44
M,49
 ,41
M,66
M,10
 ,63
F,30
M,24
 ,36
M,27
 ,27
M,70
F,46
M,63
M,10
M,23
F,43
 ,61
 ,70
 ,22
M,34
 ,37
M,23
 ,66
M,32
M,40
 ,25
F,20
 ,23
M,16
M,49
M,40
M,72
M,51
F,38
F,73
 ,51
 ,27
M,79
M,23
M,38
M,19
F,39
 ,35
M,65
M,84
M,60
M,51
F,84
F,65
M,56
 ,15
 ,40
M,33
M,49
F,48
F,23
F,44
M,24
M,65
F,45
 ,55
 ,52
 ,94
F,70
F,37
 ,21
M,51
F,68
 ,28
 ,83
 ,66
M,40
F,57
M,7
F,52
 ,31
F,49
M,9
F,27
M,54
M,49
 ,60
F,11
F,27
 ,52
F,85
M,36
F,5
M,45
M,64
M,78
F,55
M,39
M,35
M,51
 ,58
M,57
 ,40
M,4
 ,48
F,77
F,72
F,20
F,27
M,25
M,40
F,23
F,20
 ,44
F,27
F,28
F,71
F,62
F,57
F,38
M,38
F,90
F,42
M,77
M,20
 ,31
 ,47
 ,19
F,66
M,5
 ,22
M,31
M,63
 ,58
F,72
M,53
M,36
F,35
F,43
F,89
F,71
 ,65
F,68
 ,34
M,21
M,44
M,65
F,20
F,72
M,30
M,20
M,18
F,41
 ,35
M,41
F,31
 ,30
 ,25
F,5
F,64
 ,45
M,34
 ,47
F,29
F,42
F,14
F,40
F,21
 ,37
 ,43
 ,52
M,20
 ,69
F,67
F,65
F,34
M,73
F,61
 ,42
F,63
 ,75
 ,31
 ,30
M,40
M,57
 ,20
F,41
F,2
M,60
 ,38
 ,19
M,41
F,21
 ,26
M,58
M,27
M,17
 ,16
M,31
 ,73
M,19
F,17
M,24
M,22
 ,99
 ,46
 ,49
M,60
F,5
 ,72
F,39
F,45
 ,39
F,24
M,48
 ,19
 ,32
F,22
F,41
 ,89
M,68
M,22
 ,17
F,43
M,31
F,27
F,48
F,27
M,2
 ,24
M,16
 ,16
 ,39
 ,17
 ,38
 ,53
 ,55
F,35
M,76
M,47
M,34
M,52
M,22
F,65
F,62
F,25
M,48
F,54
 ,31
 ,62
F,52
M,23
M,42
F,60
M,51
 ,38
 ,38
M,27
 ,56
F,77
F,45
M,40
M,26
M,33
M,70
 ,84
 ,26
 ,14
M,63
 ,32
F,82
F,40
M,45
 ,34
M,62
 ,33
 ,32
F,25
 ,31
 ,22
 ,23
M,77
F,31
M,19
F,79
M,60
F,15
F,31
M,34
M,62
 ,34
F,33
F,47
 ,38
M,24
F,76
 ,65
M,48
 ,22
M,24
 ,64
M,42
 ,33
F,38
 ,53
M,39
F,19
M,58
M,8
F,54
M,20
F,61
M,41
M,79
M,14
M,38
M,2
F,47
 ,57
M,31
M,71
 ,51
F,62
F,42
F,69
 ,29
M,17
M,15
M,26
M,66
M,37
F,2
M,19
 ,36
 ,2
F,56
F,53
M,17
M,49
 ,23
M,52
F,39
F,55
F,27
M,12
F,86
M,21
F,23
M,34
M,70
 ,21
M,55
F,29
M,6
F,38
M,31
F,53
 ,93
M,24
F,18
F,69
M,74
M,16
M,45
 ,83
M,24
F,21
F,46
F,17
M,67
 ,63
F,77
F,52
F,64
 ,21
 ,55
F,58
M,36
M,30
F,38
 ,50
F,26
F,23
F,20
M,53
 ,17
 ,67
 ,20
M,37
F,2
F,23
F,17
 ,40
F,28
M,49
M,87
F,39
 ,36
F,73
F,38
 ,44
 ,24
F,18
M,28
F,70
M,68
 ,20
M,10
 ,71
M,57
M,92
 ,18
F,19
F,6
F,14
F,33
F,31
F,56
F,41
F,47
M,27
F,25
M,63
F,21
M,18
F,77
F,17
F,51
F,75
 ,25
F,22
F,63
F,44
F,38
 ,60
 ,37
 ,33
M,36
M,20
 ,74
F,18
M,61
M,22
F,24
M,25
M,30
F,78
F,81
F,23
F,27
F,39
M,31
F,34
M,49
M,67
F,47
 ,42
M,38
M,20
F,31
 ,17
M,62
F,33
F,3
 ,57
F,23
 ,28
M,42
F,19
F,31
 ,26
F,45
F,28
F,70
F,67
F,40
F,17
F,56
M,24
F,24
F,2
M,16
F,13
M,68
M,29
M,39
 ,25
 ,30
 ,21
M,28
M,23
F,21
 ,36
M,42
 ,55
 ,29
M,30
M,39
F,31
M,30
 ,16
M,4
M,34
F,30
M,60
F,29
M,37
F,17
 ,12
F,62
F,7
 ,57
M,45
 ,64
 ,31
 ,63
M,53
M,24
 ,14
 ,11
M,65
M,65
 ,32
M,48
F,16
F,43
M,60
F,47
 ,41
 ,50
F,73
M,71
M,21
 ,17
F,21
 ,30
F,24
M,23
M,67
M,62
 ,55
F,28
M,74
 ,51
F,56
M,66
F,59
F,52
M,63
 ,36
M,25
M,62
M,37
F,73
F,19
F,41
 ,43
F,74
F,39
F,46
F,40
F,30
F,33
M,30
 ,53
 ,22
 ,20
F,69
 ,22
F,21
F,59
M,45
 ,45
M,24
F,23
 ,39
M,21
F,69
M,21
F,35
M,69
F,42
F,24
M,53
 ,56
 ,21
 ,21
M,56
 ,43
F,82
 ,63
F,71
F,39
M,34
F,34
 ,27
F,20
F,41
 ,14
M,79
M,40
M,57
M,70
M,56
F,75
F,40
M,76
F,22
 ,19
F,20
 ,56
 ,45
 ,65
M,40
M,76
 ,53
M,16
F,61
M,48
F,30
 ,24
 ,80
M,20
 ,31
 ,19
 ,14
 ,10
M,23
F,25
M,23
 ,3
 ,34
 ,32
F,19
 ,28
 ,78
M,11
F,20
M,37
M,29
M,78
M,17
F,30
M,58
M,25
F,17
F,55
F,23
F,57
F,34
 ,56
F,37
F,39
M,78
F,76
F,57
M,5
M,56
M,26
 ,29
F,32
F,44
F,37
 ,61
F,42
 ,5
F,15
M,26
 ,33
F,73
M,87
F,22
M,68
 ,70
M,37
F,14
 ,48
M,10
F,31
F,37
 ,53
F,67
M,63
F,51
M,24
F,60
M,79
M,16
 ,25
M,16
 ,25
M,30
F,78
 ,34
F,20
M,35
M,49
F,32
 ,62
M,54
F,69
 ,67
 ,54
 ,34
F,59
M,40
 ,45
 ,54
F,57
 ,23
M,29
F,55
M,51
F,63
M,66
 ,23
F,43
F,29
F,21
F,29
M,58
 ,49
M,57
F,32
M,75
M,5
 ,14
F,42
F,20
F,32
M,57
F,73
 ,34
F,12
M,22
 ,66
F,23
F,59
 ,36
 ,47
M,49
F,66
M,67
F,66
 ,33
 ,63
F,36
M,33
F,24
F,35
 ,61
F,66
 ,55
F,53
F,34
F,62
M,5
M,41
F,56
M,30
M,21
 ,48
F,13
F,45
F,27
M,53
F,27
F,70
M,38
M,48
M,51
F,69
F,36
F,67
M,71
M,19
M,30
M,53
F,75
F,39
M,21
 ,61
F,25
F,39
 ,75
M,6
F,37
F,17
M,25
M,22
F,23
M,20
M,42
F,24
M,24
F,66
F,62
F,93
M,22
 ,44
M,20
M,54
F,38
M,9
 ,19
F,23
F,13
M,45
F,74
M,58
 ,30
 ,21
 ,26
F,53
F,69
F,22
 ,11
F,52
F,69
F,58
 ,48
M,67
F,23
 ,63
M,53
F,33
F,22
F,27
F,36
F,76
M,64
F,20
M,27
M,27
M,66
F,56
 ,8
 ,37
 ,36
M,73
F,35
 ,23
M,27
M,26
 ,37
M,72
F,44
F,69
M,51
 ,14
M,28
F,42
 ,34
 ,27
 ,32
 ,20
F,36
F,63
 ,11
 ,40
F,39
M,31
M,60
F,54
 ,70
M,66
F,66
M,61
 ,67
M,72
 ,31
 ,39
M,74
 ,6
F,59
M,24
 ,31
 ,50
M,67
M,32
F,53
M,52
M,58
F,52
F,70
 ,46
F,63
F,60
F,60
 ,66
F,30
F,34
M,6
F,61
F,64
 ,60
F,25
M,38
F,41
F,67
 ,67
 ,66
M,73
 ,39
M,38
 ,24
M,63
F,36
F,72
 ,63
M,41
 ,24
F,49
M,50
M,46
M,50
 ,33
F,37
F,49
M,53
 ,44
M,31
F,40
F,71
M,57
 ,44
 ,47
M,68
 ,79
F,32
F,34
 ,53
M,6
F,63
F,66
M,77
M,42
F,61
M,36
F,62
M,32
M,12
F,73
F,10
F,57
M,26
M,36
M,8
F,58
F,64
M,64
F,75
F,68
F,58
M,17
M,79
M,47
F,45
F,29
F,11
F,67
M,29
F,70
M,71
M,12
M,66
M,63
M,30
F,41
F,30
F,59
M,19
F,61
F,49
F,32
F,35
M,65
F,67
F,39
F,78
F,83
M,39
F,49
M,31
M,55
M,39
M,84
M,23
F,83
M,59
F,67
F,23
M,85
F,31
F,49
F,59
M,53
M,65
M,73
M,63
F,79
F,83
M,82
M,74
M,57
F,71
M,69
F,74
M,74
F,79
F,70
F,58
M,60
F,66
F,45
F,55
M,36
F,82
M,78
M,57
M,93
M,67
F,79
F,84
F,68
F,70
M,67
M,70
F,30
F,49
M,60
M,73
 ,42
 ,45
F,14
F,56
M,35
M,10
F,46
M,69
 ,18
F,60
M,22
F,71
F,24
M,81
F,57
F,58
M,40
F,63
M,62
F,53
F,67
F,6
F,66
 ,71
M,41
F,13
 ,21
 ,29
M,19
M,66
F,55
F,65
F,22
M,49
M,19
 ,23
F,31
 ,30
M,44
M,28
M,21
 ,54
M,53
M,75
M,51
F,23
 ,22
F,80
 ,72
M,67
M,22
F,29
F,62
M,32
M,64
F,46
 ,61
M,77
 ,34
F,48
M,22
F,59
F,85
 ,63
O,41
M,59
M,71
M,45
F,30
F,46
F,49
F,39
 ,59
 ,72
F,40
M,18
F,67
 ,13
M,52
M,47
 ,33
M,25
F,11
M,62
M,37
 ,22
 ,57
 ,65
 ,33
M,10
F,47
 ,33
 ,68
F,27
M,27
M,51
M,12
 ,24
M,67
F,67
F,58
F,41
M,29
M,47
 ,7
M,58
F,89
M,24
F,82
F,74
M,76
 ,45
F,37
F,51
M,31
M,13
M,69
M,41
M,21
F,20
 ,34
M,41
M,29
M,18
F,44
 ,58
M,42
M,25
 ,19
 ,51
F,20
M,31
F,71
F,56
F,24
 ,20
F,33
F,57
F,66
F,4
M,13
F,22
M,20
F,72
M,22
M,68
F,86
 ,27
F,72
F,25
M,52
F,5
 ,60
 ,51
 ,65
 ,67
F,45
F,33
F,55
M,52
M,25
M,58
F,4
F,23
M,46
M,29
M,33
F,65
 ,68
F,60
M,59
M,58
F,50
M,24
 ,64
 ,50
M,26
 ,22
F,46
M,43
 ,49
 ,53
M,49
F,39
 ,73
F,60
F,44
M,45
F,41
M,37
M,29
M,54
 ,63
F,46
M,32
 ,20
F,22
M,35
M,33
M,70
M,42
 ,42
M,33
F,39
M,57
F,55
M,35
F,66
 ,46
F,39
F,55
F,65
M,65
M,73
M,72
M,23
 ,18
F,78
F,72
F,7
 ,79
M,57
F,40
F,70
F,38
M,35
 ,79
F,86
F,59
M,61
M,74
M,28
F,24
F,64
F,38
 ,38
M,62
F,78
F,23
M,43
 ,82
F,84
M,10
 ,44
M,56
F,48
F,54
F,24
M,10
F,84
 ,46
F,23
M,44
M,63
 ,35
M,19
F,33
 ,85
F,38
F,75
F,23
M,53
M,74
M,19
F,61
M,40
M,56
F,58
 ,50
M,53
F,59
F,44
F,62
M,22
M,21
F,77
M,49
M,41
M,27
F,67
 ,6
M,43
 ,19
M,23
F,50
F,66
 ,22
 ,56
F,75
M,27
F,47
M,59
 ,23
M,30
 ,43
F,70
 ,52
F,22
M,36
 ,27
M,40
F,74
M,78
F,6
M,21
F,19
F,68
M,37
F,41
M,14
F,19
 ,24
M,19
F,60
 ,31
M,36
 ,50
 ,82
F,21
M,43
F,36
F,62
F,72
F,21
M,23
 ,41
M,9
M,66
M,44
 ,27
 ,33
F,33
F,31
M,11
M,54
M,5
F,34
 ,40
 ,63
M,71
M,11
M,32
 ,60
M,26
F,64
M,58
M,47
 ,24
F,44
M,65
M,38
F,68
 ,61
F,38
M,23
F,73
F,48
M,6
F,6
M,29
M,70
F,57
F,38
F,46
F,52
M,5
F,24
 ,47
M,76
 ,65
M,67
 ,72
F,20
M,6
F,18
F,48
M,68
F,41
 ,46
F,53
M,67
F,63
M,43
F,71
F,16
 ,67
F,61
M,70
F,66
F,15
M,66
F,57
M,81
M,77
M,68
F,113
M,41
M,61
F,77
F,61
F,71
M,65
M,46
F,42
F,53
F,29
F,44
F,61
F,63
F,58
F,54
M,61
M,54
F,85
M,51
F,71
F,66
F,71
M,40
F,37
F,53
F,62
F,70
 ,59
M,54
 ,49
F,34
F,75
M,6
M,59
 ,46
M,49
M,50
 ,57
F,21
M,61
M,71
 ,54
M,52
F,74
M,72
 ,88
M,42
F,34
 ,44
M,13
M,33
M,65
 ,36
F,46
M,46
M,66
 ,86
M,19
F,42
M,38
M,31
M,70
M,21
F,65
M,66
 ,57
 ,30
M,15
M,77
F,48
F,57
F,79
 ,30
F,43
M,45
 ,42
 ,45
 ,50
F,64
M,28
F,45
