ATM_Address,ATM_City_State,Merchant_Category,Merchant_Name,Transaction_Code,Transaction_Code_Description,Transaction_Type,Transaction_Type_Description,Transaction_Number,Amount_Completed,Transaction_Date,Time_Local_hhmmss,Recurring_Trxn,CustomerID
220 VIRGINIA AVE,INDIANAPOLISIN,6300,ANTHEM BLUE INDI,40,D/C SETTLEMENT,X,Pinless Settlements ,32,16.98,2025-12-29,154628, ,BSB062481
47 HASKELL ROAD,BANGORME,5300,SAMSCLUB #6333,40,D/C SETTLEMENT,X,Pinless Settlements ,0,16.43,2025-12-29,150131, ,BSB502074
1400 Prytania Ave,New OrleansLA,5812,SQ *THE GREEN FO,40,D/C SETTLEMENT,X,Pinless Settlements ,58,8.75,2025-12-29,115259, ,BSB051136
1000 Coopertown Roa,DELANCONJ,5411,MISFITS MARKET,40,D/C SETTLEMENT,X,Pinless Settlements ,51,112.76,2025-12-29,4717,Y,BSB078789
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*GK5,40,D/C SETTLEMENT,X,Pinless Settlements ,4,23.2,2025-12-26,200344, ,BSB151119
9700 NW 112TH AVE,MEDLEYFL,4814,STRAIGHTTALK*AIR,40,D/C SETTLEMENT,X,Pinless Settlements ,38,59.88,2025-12-26,151916, ,BSB151119
2598 EAST SUNRISE B,FORT LAUDERDAFL,5967,ONLYFANS.COM*B,40,D/C SETTLEMENT,X,Pinless Settlements ,48,7.64,2025-12-28,220827, ,BSB323624
11 MAIN ST,WESTBROOKME,5814,PANERA BREAD #20,40,D/C SETTLEMENT,X,Pinless Settlements ,83,15.67,2025-12-29,93554, ,BSB145135
440 Terry Ave N,SEATTLEWA,5968,AMAZON PRIME*HJ8,40,D/C SETTLEMENT,X,Pinless Settlements ,43,14.99,2025-12-29,175309,Y,BSB456732
2 BROADWAY,NEW YORKNY,4111,MTA*NYCT PAYGO,40,D/C SETTLEMENT,X,Pinless Settlements ,97,2.9,2025-12-29,182616, ,BSB013106
93 Licolnville,BELFASTME,5411,HANNAFORD #8241,40,D/C SETTLEMENT,X,Pinless Settlements ,79,36.05,2025-12-27,171302, ,BSB101817
ONE APPLE PARK WAY,CUPERTINOCA,5818,APPLE.COM/BILL,40,D/C SETTLEMENT,X,Pinless Settlements ,44,14.66,2025-12-30,22416,Y,BSB505572
15260 VENTURA BLVD,SHERMAN OAKSCA,5816,XSOLLA /MONOPOLY,40,D/C SETTLEMENT,X,Pinless Settlements ,66,8.43,2025-12-28,51123, ,BSB110225
111 CUMBERLAND AVE,PORTLANDME,5814,NEW YORK FRIED C,40,D/C SETTLEMENT,X,Pinless Settlements ,43,32.64,2025-12-29,230247, ,BSB505572
33 Mardens Way,ELLSWORTHME,5310,MARDENS ELLSWORT,40,D/C SETTLEMENT,X,Pinless Settlements ,62,49.59,2025-12-27,103223, ,BSB101711
3400 Hanover St,PALO ALTOCA,5111,HP *INSTANT INK,40,D/C SETTLEMENT,X,Pinless Settlements ,9,23.99,2025-12-29,120128,Y,BSB042864
ONE APPLE PARK WAY,CUPERTINOCA,5818,APPLE.COM/BILL,40,D/C SETTLEMENT,X,Pinless Settlements ,72,42.1,2025-12-27,222155,Y,BSB366780
22 BRAMHALL ST,PORTLANDME,5812,MMC IMPRESSIONS,40,D/C SETTLEMENT,X,Pinless Settlements ,30,5.41,2025-12-28,113410, ,BSB169461
3205 CARRABASSETT D,CARRABASSETTME,5541,MOUNTAINSIDE GRO,40,D/C SETTLEMENT,X,Pinless Settlements ,49,11.55,2025-12-26,162100, ,BSB141094
1600 Amphitheatre P,Mountain ViewCA,5818,Google Gossip Ha,40,D/C SETTLEMENT,X,Pinless Settlements ,58,10.54,2025-12-29,95611, ,BSB437087
464 Main St,DamariscottaME,5945,SQ *MYTHICAL MAR,40,D/C SETTLEMENT,X,Pinless Settlements ,61,28.48,2025-12-30,155141, ,BSB012069
22 BRAMHALL ST,PORTLANDME,5812,MMC IMPRESSIONS,40,D/C SETTLEMENT,X,Pinless Settlements ,46,5.53,2025-12-28,153447, ,BSB169461
4600 150th Ave NE,8002553700WA,5816,Nintendo CC15354,40,D/C SETTLEMENT,X,Pinless Settlements ,39,12.65,2025-12-31,1442, ,BSB061382
60 WATERVILLE COMMO,WATERVILLEME,5200,THE HOME DEPOT #,40,D/C SETTLEMENT,X,Pinless Settlements ,35,48.48,2025-12-28,190849, ,BSB288588
1431  MERCER ROAD,MERCERME,5541,MERCER IRVING,40,D/C SETTLEMENT,X,Pinless Settlements ,77,13.76,2025-12-30,163100, ,BSB288588
327 MAIN ST,BANGORME,5814,DUNKIN #300268 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,68,9.7,2025-12-29,55400, ,BSB141858
855 Lisbon St,LEWISTONME,5814,STARBUCKS STORE,40,D/C SETTLEMENT,X,Pinless Settlements ,9,9.18,2025-12-28,83659, ,BSB185771
2 Waterville Common,WATERVILLEME,5814,STARBUCKS STORE,40,D/C SETTLEMENT,X,Pinless Settlements ,5,8.21,2025-12-28,182220, ,BSB288588
534 BELGRADE RD,OAKLANDME,4900,FABIAN OIL,40,D/C SETTLEMENT,X,Pinless Settlements ,94,71.97,2025-12-29,91158, ,BSB394329
175 Madison Ave,SKOWHEGANME,4812,WIRELESS ZONE #W,40,D/C SETTLEMENT,X,Pinless Settlements ,19,52.74,2025-12-30,130748, ,BSB458811
700 N SAN VICENTE B,WEST HOLLYWOOCA,4899,PARAMOUNT+,40,D/C SETTLEMENT,X,Pinless Settlements ,40,2.99,2025-12-29,742,Y,BSB145135
53 Us Route 1,BUCKSPORTME,5411,HANNAFORD #8152,40,D/C SETTLEMENT,X,Pinless Settlements ,99,22.44,2025-12-28,155216, ,BSB101817
2 BROADWAY,NEW YORKNY,4111,MTA*NYCT PAYGO,40,D/C SETTLEMENT,X,Pinless Settlements ,35,2.9,2025-12-29,100307, ,BSB013106
1758 STATE ROUTE 34,WALL TOWNSHIPNJ,5533,XTREME DIESEL PE,40,D/C SETTLEMENT,X,Pinless Settlements ,39,2931.53,2025-12-29,151832, ,BSB042864
2 High Rd,CornishME,5812,TST*LINDSAYS,40,D/C SETTLEMENT,X,Pinless Settlements ,46,122.2,2025-12-27,122921, ,BSB192594
4 World Trade Cente,New YorkNY,4899,Spotify P3DF0F62,40,D/C SETTLEMENT,X,Pinless Settlements ,44,12.65,2025-12-30,175658,Y,BSB210671
35 PINELAWN ROAD,MELVILLENY,7542,CTLP*CSC SERVICE,40,D/C SETTLEMENT,X,Pinless Settlements ,63,3.0,2025-12-30,143212, ,BSB502705
10 China Rd,WINSLOWME,5411,PLEAU S MARKET,40,D/C SETTLEMENT,X,Pinless Settlements ,23,82.64,2025-12-31,170239, ,BSB486065
83 Market St,PortlandME,5399,SQ *PORTLAND TRA,40,D/C SETTLEMENT,X,Pinless Settlements ,27,27.19,2025-12-31,145634, ,BSB167597
28677 AIRPORT RD,LAMONIIA,5533,FREEDOM RACING T,40,D/C SETTLEMENT,X,Pinless Settlements ,27,312.86,2025-12-30,93936, ,BSB042864
2711 Centerville Ro,8162728107DE,4899,Roku for WarnerM,40,D/C SETTLEMENT,X,Pinless Settlements ,24,18.49,2026-01-01,102115,Y,BSB470105
201 Baldwin Avenue,SAN MATEOCA,5977,IPSY* ORIGINAL G,40,D/C SETTLEMENT,X,Pinless Settlements ,70,16.87,2025-12-31,85559,Y,BSB486065
71 BAY ST,WINSLOWME,5541,SHELL OIL 126822,40,D/C SETTLEMENT,X,Pinless Settlements ,48,42.1,2025-12-31,171154, ,BSB486065
13802 N Scottsdale,ScottsdaleAZ,5999,Modo Gold Coins,40,D/C SETTLEMENT,X,Pinless Settlements ,4,44.99,2026-01-02,43518, ,BSB481787
375 GORHAM ROAD,SOUTH PORTLANME,5814,BURGER KING #126,40,D/C SETTLEMENT,X,Pinless Settlements ,35,25.68,2025-12-31,143900, ,BSB267409
354 MADISON AVENUE,SKOWHEGANME,5814,BURGER KING #281,40,D/C SETTLEMENT,X,Pinless Settlements ,15,11.33,2025-12-30,214523, ,BSB132931
15 DOWNEAST HWY,ELLSWORTHME,5931,GOODWILL ELLSWOR,40,D/C SETTLEMENT,X,Pinless Settlements ,55,35.0,2025-12-31,123650, ,BSB226790
STA RITA YORO DOSCU,YORO,5813,REST Y DISCOTECA,40,D/C SETTLEMENT,X,Pinless Settlements ,80,6.84,2026-01-01,22000, ,BSB135012
31 ST JAMES AVE. ST,13024806118DE,5311,TEMU.COM,40,D/C SETTLEMENT,X,Pinless Settlements ,0,9.34,2026-01-01,190152, ,BSB486065
27 STARRETT DRIVE,BELFASTME,5814,DUNKIN #352868 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,68,27.89,2026-01-01,60300, ,BSB264804
303 2nd Street Suit,SAN FRANCISCOCA,5812,DD *DOORDASH HAR,40,D/C SETTLEMENT,X,Pinless Settlements ,66,25.06,2025-12-31,85133, ,BSB146611
7700 EASTPORT PARKW,4029357733CA,5815,PP*GOOGLE KING,40,D/C SETTLEMENT,X,Pinless Settlements ,22,6.32,2026-01-01,140247,Y,BSB226790
103 PARK ST,ORONOME,5814,DUNKIN #351735 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,44,4.09,2025-12-29,104300, ,BSB141858
103 PARK ST,ORONOME,5814,DUNKIN #351735 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,56,4.09,2025-12-29,74500, ,BSB141858
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*TV6,40,D/C SETTLEMENT,X,Pinless Settlements ,77,13.7,2025-12-28,194308, ,BSB306165
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*XP2,40,D/C SETTLEMENT,X,Pinless Settlements ,96,10.54,2025-12-29,182529, ,BSB306165
995 UNION ST,BANGORME,5814,DUNKIN #302107 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,82,7.54,2025-12-30,180800, ,BSB453277
464 Main St,DamariscottaME,5945,SQ *MYTHICAL MAR,40,D/C SETTLEMENT,X,Pinless Settlements ,3,54.86,2025-12-30,135135, ,BSB012069
90 Burnham Rd.,GORHAMME,8299,ATLANTIC DANCE A,40,D/C SETTLEMENT,X,Pinless Settlements ,1,150.0,2025-12-31,14211, ,BSB317666
7000 TARGET PARKWAY,BROOKLYN PARKMN,5310,TARGET PLUS,40,D/C SETTLEMENT,X,Pinless Settlements ,8,3.78,2025-12-29,215730, ,BSB313147
227 Philbrick Rd,SIDNEYME,5814,USCONNECT MAINLY,40,D/C SETTLEMENT,X,Pinless Settlements ,2,2.15,2025-12-29,103555, ,BSB109028
437 CONGRESS ST,PORTLANDME,5812,FLORES RESTAURAN,40,D/C SETTLEMENT,X,Pinless Settlements ,42,37.4,2025-12-28,211102, ,BSB505572
32 HOULTON RD,BAILEYVILLEME,5541,CIRCLE K 07000,40,D/C SETTLEMENT,X,Pinless Settlements ,30,13.83,2025-12-29,162544, ,BSB469570
227 Philbrick Rd,SIDNEYME,5814,USCONNECT MAINLY,40,D/C SETTLEMENT,X,Pinless Settlements ,19,2.9,2025-12-29,103501, ,BSB109028
264 CIVIC CENTER DR,AUGUSTAME,5814,WENDY S 9289,40,D/C SETTLEMENT,X,Pinless Settlements ,83,13.6,2025-12-30,134204, ,BSB153333
222 BERKELEY STREET,BOSTONMA,7801,DRAFTKINGS SPORT,40,D/C SETTLEMENT,X,Pinless Settlements ,44,6.15,2025-12-30,170828, ,BSB332410
1743 Maplelawn Dr,TROYMI,5814,365 Market  888,40,D/C SETTLEMENT,X,Pinless Settlements ,65,1.33,2025-12-29,150305, ,BSB201304
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*J54,40,D/C SETTLEMENT,X,Pinless Settlements ,45,12.65,2025-12-28,194303, ,BSB306165
47 WARDWELL RD,ORLANDME,5812,TST* HANCOCK POU,40,D/C SETTLEMENT,X,Pinless Settlements ,6,36.46,2025-12-30,191254, ,BSB101817
288 CENTRAL AVE,DOVERNH,7523,CITY OF DOVER NH,40,D/C SETTLEMENT,X,Pinless Settlements ,73,1.25,2025-12-29,144146, ,BSB340731
185 Berry St Ste 40,SAN FRANCISCOCA,4816,DROPBOX*89J43V1Z,40,D/C SETTLEMENT,X,Pinless Settlements ,84,119.88,2025-12-30,132127,Y,BSB159874
91 SPRING STREET,DEXTERME,5541,TOOTS DELI,40,D/C SETTLEMENT,X,Pinless Settlements ,59,16.29,2025-12-30,164705, ,BSB332637
327 MAIN ST,BANGORME,5814,DUNKIN #300268 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,9,20.67,2025-12-30,91000, ,BSB342044
ONE APPLE PARK WAY,CUPERTINOCA,5818,APPLE.COM/BILL,40,D/C SETTLEMENT,X,Pinless Settlements ,86,26.36,2026-01-01,234414,Y,BSB409955
510 Treat Ave,San FranciscoCA,4899,SoundCloud Month,40,D/C SETTLEMENT,X,Pinless Settlements ,53,11.59,2026-01-01,192219,Y,BSB295098
380 US ROUTE 2 EAST,WILTONME,5814,DUNKIN #341486 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,83,1.02,2025-12-29,111300, ,BSB108458
294 Washington St F,BOSTONMA,7393,SIMPLISAFE,40,D/C SETTLEMENT,X,Pinless Settlements ,37,32.99,2026-01-01,80312,Y,BSB063926
46 MAIN STREET,FREEPORTME,5611,LEVI S OUTLET 29,40,D/C SETTLEMENT,X,Pinless Settlements ,64,63.95,2026-01-01,155001, ,BSB063097
59 PORTLAND RD,KENNEBUNKME,5499,CIRCLE K 07054,40,D/C SETTLEMENT,X,Pinless Settlements ,59,31.31,2025-12-31,223852, ,BSB210779
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*E58,40,D/C SETTLEMENT,X,Pinless Settlements ,5,21.99,2025-12-29,154700, ,BSB311187
528 PRESIDENTIAL HI,JEFFERSONNH,5947,SANTA S VILLAGE,40,D/C SETTLEMENT,X,Pinless Settlements ,79,22.0,2025-12-31,190744, ,BSB189410
262 HARLOW STREET,BANGORME,7523,BANGOR ME AIRPOR,40,D/C SETTLEMENT,X,Pinless Settlements ,60,60.0,2025-12-31,163829, ,BSB258447
STA RITA YORO DOSCU,YORO,5813,REST Y DISCOTECA,40,D/C SETTLEMENT,X,Pinless Settlements ,47,9.5,2026-01-01,20357, ,BSB135012
ONE APPLE PARK WAY,CUPERTINOCA,5818,APPLE.COM/BILL,40,D/C SETTLEMENT,X,Pinless Settlements ,32,9.99,2025-12-31,120624,Y,BSB470105
STA RITA YORO DOSCU,YORO,5813,REST Y DISCOTECA,40,D/C SETTLEMENT,X,Pinless Settlements ,20,3.8,2026-01-01,32759, ,BSB135012
"51 ASTOR PLACE, 3RD",6465880910CA,5815,TEACHERSPAYTEACH,40,D/C SETTLEMENT,X,Pinless Settlements ,63,5.01,2026-01-04,143204, ,BSB390140
650 California St.,SAN FRANCISCOCA,5999,AFFIRM.COM PAYME,40,D/C SETTLEMENT,X,Pinless Settlements ,52,12.86,2026-01-01,72543,Y,BSB151621
650 California St.,SAN FRANCISCOCA,5999,AFFIRM.COM PAYME,40,D/C SETTLEMENT,X,Pinless Settlements ,75,16.19,2026-01-01,72540,Y,BSB151621
171 OTIS RD,OTISME,5399,OTIS GENERAL STO,40,D/C SETTLEMENT,X,Pinless Settlements ,57,26.08,2025-12-31,105320, ,BSB226790
4125 WINDWARD PLZA,ALPHARETTAGA,6012,SYNCB PAYMENT,40,D/C SETTLEMENT,X,Pinless Settlements ,70,60.0,2025-12-30,205106, ,BSB319177
ONE APPLE PARK,CUPERTINOCA,5818,APPLE.COM/BILL,40,D/C SETTLEMENT,X,Pinless Settlements ,30,0.99,2025-12-31,222120,Y,BSB052294
632 MAIN STREET,ROCKLANDME,5814,DUNKIN #301591,40,D/C SETTLEMENT,X,Pinless Settlements ,54,3.23,2025-12-30,132700, ,BSB191975
1743 Maplelawn Dr,TROYMI,5814,365 Market  888,40,D/C SETTLEMENT,X,Pinless Settlements ,27,1.33,2025-12-31,73639, ,BSB201304
2535 North First St,San JoseCA,5311,eBay O*09-14045-,40,D/C SETTLEMENT,X,Pinless Settlements ,39,14.64,2026-01-01,225140, ,BSB001806
8600 US-290 W,AustinTX,5812,TST*OAK HILL SOC,40,D/C SETTLEMENT,X,Pinless Settlements ,68,58.71,2025-12-31,183744, ,BSB357948
169 NEW COUNTY RD.,THOMASTONME,5993,CIGARET SHOPPER,40,D/C SETTLEMENT,X,Pinless Settlements ,58,16.75,2026-01-01,90142, ,BSB173095
1743 Maplelawn Dr,TROYMI,5814,365 Market  888,40,D/C SETTLEMENT,X,Pinless Settlements ,97,3.47,2025-12-31,150233, ,BSB201304
1462 FARMINGTON AVE,BRISTOLCT,5541,SHELL OIL1306392,40,D/C SETTLEMENT,X,Pinless Settlements ,81,25.0,2025-12-28,121120, ,BSB274869
59 PORTLAND RD,KENNEBUNKME,5499,CIRCLE K 07054,40,D/C SETTLEMENT,X,Pinless Settlements ,87,42.03,2025-12-30,92836, ,BSB210779
1111 Expedia Group,SEATTLEWA,4722,EXPEDIA 73339247,40,D/C SETTLEMENT,X,Pinless Settlements ,17,29.64,2025-12-31,155546, ,BSB288588
599 CENTER STREET,AUBURNME,5812,APPLEBEES 210903,40,D/C SETTLEMENT,X,Pinless Settlements ,82,53.86,2025-12-31,142511, ,BSB063926
196 LOUDON RD,CONCORDNH,5814,DAIRY QUEEN,40,D/C SETTLEMENT,X,Pinless Settlements ,67,8.24,2025-12-31,120129, ,BSB486193
440 Terry Ave N,SEATTLEWA,5818,AMAZON PRIME*EP3,40,D/C SETTLEMENT,X,Pinless Settlements ,87,11.59,2026-01-01,143605, ,BSB306165
76 Main St.,FreeportME,5691,003 Polo Factory,40,D/C SETTLEMENT,X,Pinless Settlements ,53,69.64,2026-01-01,214338, ,BSB063097
650 Madison Avenue,New YorkNY,8398,Pink Pony,40,D/C SETTLEMENT,X,Pinless Settlements ,25,1.0,2026-01-01,214403, ,BSB063097
174 Endean Drive,EAST WALPOLEMA,5712,SP MURAVAI.CO,40,D/C SETTLEMENT,X,Pinless Settlements ,22,129.93,2026-01-01,92922, ,BSB288588
168 MAIN STREET SUI,CALAISME,5814,DD/BR #339701 Q3,40,D/C SETTLEMENT,X,Pinless Settlements ,32,9.91,2026-01-01,70400, ,BSB110225
528 PRESIDENTIAL HI,JEFFERSONNH,7996,SANTA S VILLAGE,40,D/C SETTLEMENT,X,Pinless Settlements ,30,66.0,2025-12-31,203954, ,BSB189410
528 PRESIDENTIAL HI,JEFFERSONNH,7996,SANTA S VILLAGE,40,D/C SETTLEMENT,X,Pinless Settlements ,98,29.95,2025-12-31,170935, ,BSB189410
1000 S HIGHWAY 395,HERMISTONOR,5993,BIG SMOKE 230,40,D/C SETTLEMENT,X,Pinless Settlements ,92,18.17,2025-12-29,122733, ,BSB019643
3837 CENTRAL AVE,HOT SPRINGSAR,5812,IHOP 1914,40,D/C SETTLEMENT,X,Pinless Settlements ,3,11.74,2026-01-01,215824, ,BSB061382
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*755,40,D/C SETTLEMENT,X,Pinless Settlements ,16,209.95,2025-12-31,10423, ,BSB084035
183 PARK STREET,SOUTH PARISME,5411,DOE S INC,40,D/C SETTLEMENT,X,Pinless Settlements ,84,22.17,2026-01-01,154526, ,BSB264023
101 HUNTINGTON AVE,BOSTONMA,7832,BANGOR MALL CINE,40,D/C SETTLEMENT,X,Pinless Settlements ,32,60.5,2026-01-01,135439, ,BSB446841
7700 EASTPORT PARKW,8558124430NY,4829,VENMO *EMMA MCGA,40,D/C SETTLEMENT,X,Pinless Settlements ,57,11.0,2026-01-02,195653, ,BSB332524
1930 LISBON RD,LEWISTONME,5814,AROMA JOES -LEWI,40,D/C SETTLEMENT,X,Pinless Settlements ,52,6.32,2026-01-02,61952, ,BSB106429
467 US ROUTE 1,PEMBROKEME,5541,SHELL OIL 128322,40,D/C SETTLEMENT,X,Pinless Settlements ,49,37.77,2026-01-01,95937, ,BSB516842
284 PAYNE RD,SCARBOROUGHME,5542,NOURIA STORE 110,40,D/C SETTLEMENT,X,Pinless Settlements ,89,33.26,2026-01-03,130000, ,BSB439050
1129 BANGOR ROAD,TROYME,5411,TROY GENERAL STO,40,D/C SETTLEMENT,X,Pinless Settlements ,42,7.04,2026-01-02,140049, ,BSB118917
1 Danforth St,PORTLANDME,5812,YOSAKU,40,D/C SETTLEMENT,X,Pinless Settlements ,34,146.48,2026-01-02,193318, ,BSB161917
246 NORTH ST,HOULTONME,5814,DUNKIN #336418 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,76,4.2,2026-01-04,93400, ,BSB349381
779 PORTLAND RD,SACOME,7832,APPLE CINEMAS -,40,D/C SETTLEMENT,X,Pinless Settlements ,13,23.75,2026-01-03,191337, ,BSB012396
740 HOGAN ROAD,BANGORME,5814,TACO BELL 040379,40,D/C SETTLEMENT,X,Pinless Settlements ,52,7.83,2026-01-03,194900, ,BSB356399
120 HARPSWELL RD,207-729-8433ME,7997,MAINE PINES RACQ,40,D/C SETTLEMENT,X,Pinless Settlements ,12,89.0,2026-01-02,92809,Y,BSB509688
251 Little Falls Dr,WILMINGTONDE,5734,PROTON* PROTON A,40,D/C SETTLEMENT,X,Pinless Settlements ,63,8.25,2025-12-31,191348, ,BSB415686
34 MILITARY STREET,HOULTONME,4899,PIONEER BROADBAN,40,D/C SETTLEMENT,X,Pinless Settlements ,85,79.62,2026-01-02,92617, ,BSB185124
E86ST AND 2AV,MANHATTANNY,7523,NYC METER ZONE 1,40,D/C SETTLEMENT,X,Pinless Settlements ,44,13.25,2025-12-31,192052, ,BSB404786
80 CONCOURSE W,WATERVILLEME,5812,CHEUNG LEE 88 IN,40,D/C SETTLEMENT,X,Pinless Settlements ,71,35.0,2026-01-03,154659, ,BSB187164
55 GLENLAKE PKWY NE,ATLANTAGA,4215,UPS*1Z9Y92W70318,40,D/C SETTLEMENT,X,Pinless Settlements ,63,7.99,2026-01-03,65501,Y,BSB246428
227 Philbrick Rd,SIDNEYME,5814,USCONNECT MAINLY,40,D/C SETTLEMENT,X,Pinless Settlements ,95,6.04,2026-01-02,144812, ,BSB257811
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*3K6,40,D/C SETTLEMENT,X,Pinless Settlements ,48,186.41,2026-01-02,3424, ,BSB243710
50 BANGOR ST,HOULTONME,5541,DOC S PLACE CITG,40,D/C SETTLEMENT,X,Pinless Settlements ,64,17.38,2026-01-01,125245, ,BSB185124
31 ST JAMES AVE. ST,13024806118MA,5311,TEMU.COM,40,D/C SETTLEMENT,X,Pinless Settlements ,9,31.41,2026-01-03,191102, ,BSB118917
200 Wilson Street,BrewerME,7216,Gold Star Cleane,40,D/C SETTLEMENT,X,Pinless Settlements ,64,49.95,2025-12-30,35831, ,BSB159874
151 TWIN ROCKS RD,LAKE ARIELPA,5542,EXXON ONVO TRAVE,40,D/C SETTLEMENT,X,Pinless Settlements ,48,48.94,2025-12-30,91900, ,BSB427985
1111 S MAIN ST STE,GRAPEVINETX,4814,PATRIOT MOBILE L,40,D/C SETTLEMENT,X,Pinless Settlements ,65,64.43,2025-12-30,60116,Y,BSB159874
90 Vernon Drive,SCARSDALENY,5977,SP BEUTRAPAW,40,D/C SETTLEMENT,X,Pinless Settlements ,57,59.95,2025-12-30,70759, ,BSB506128
3209 134th Ave. NE,BELLEVUEWA,7372,FURBO PET CAMERA,40,D/C SETTLEMENT,X,Pinless Settlements ,11,6.99,2025-12-29,70414,Y,BSB148924
620 Crossroads Blvd,CARYNC,5816,EPC*EPIC GAMES S,40,D/C SETTLEMENT,X,Pinless Settlements ,87,7.22,2025-12-30,181047, ,BSB210671
89 BENNETT DR,CARIBOUME,5542,DOC S PLACE CITG,40,D/C SETTLEMENT,X,Pinless Settlements ,39,42.11,2025-12-29,1752, ,BSB424676
7700 EASTPORT PARKW,8558124430NY,4829,VENMO *ADD FUNDS,40,D/C SETTLEMENT,X,Pinless Settlements ,44,35.0,2025-12-30,133542, ,BSB401294
65 MAIN STREET,MADISONME,5311,RENYS MADISON,40,D/C SETTLEMENT,X,Pinless Settlements ,58,116.03,2025-12-28,134712, ,BSB288588
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*L24,40,D/C SETTLEMENT,X,Pinless Settlements ,71,7.37,2025-12-29,182534, ,BSB306165
740 HOGAN ROAD,BANGORME,5814,TACO BELL 040379,40,D/C SETTLEMENT,X,Pinless Settlements ,47,10.0,2025-12-31,133400, ,BSB132931
3500 South Dupont H,DOVERDE,7298,MADMUSCLES.COM,40,D/C SETTLEMENT,X,Pinless Settlements ,10,15.19,2026-01-04,62812,Y,BSB507789
303 2nd Street Suit,SAN FRANCISCOCA,5812,DD *ZAAPTHAIREST,40,D/C SETTLEMENT,X,Pinless Settlements ,20,26.98,2026-01-05,131704, ,BSB102698
82 PALOMINO LANE SU,BEDFORDNH,8111,IN *DREW LAW OFF,40,D/C SETTLEMENT,X,Pinless Settlements ,94,250.0,2026-01-05,164421, ,BSB502130
2401 UTAH AVE S,SEATTLEWA,5814,STARBUCKS,40,D/C SETTLEMENT,X,Pinless Settlements ,54,6.7,2026-01-04,123846, ,BSB167597
403 SABATTUS ST,LEWISTONME,5814,AROMA JOES - LEW,40,D/C SETTLEMENT,X,Pinless Settlements ,80,10.58,2026-01-08,175645, ,BSB203261
14 DEPOT STREET,COLEBROOKNH,5261,BROOKS AGWAY SER,40,D/C SETTLEMENT,X,Pinless Settlements ,76,42.1,2026-01-08,32556, ,BSB239581
3 BANGOR ST,AUGUSTAME,5814,AROMA JOES COFFE,40,D/C SETTLEMENT,X,Pinless Settlements ,65,7.72,2026-01-08,63459, ,BSB311528
1103 LISBON ST,LEWISTONME,5541,LEWISTON IRV LIS,40,D/C SETTLEMENT,X,Pinless Settlements ,96,19.31,2026-01-08,71300, ,BSB007022
1110 BROADWAY,BANGORME,5812,TST* DYSART S RE,40,D/C SETTLEMENT,X,Pinless Settlements ,67,116.8,2026-01-08,141812, ,BSB204073
7700 EASTPORT PARKW,8558124430NY,4829,VENMO *MATTHEW D,40,D/C SETTLEMENT,X,Pinless Settlements ,11,200.0,2025-12-30,3500, ,BSB452425
286 Madison Avenue,NEW YORKNY,5816,SP ATARI,40,D/C SETTLEMENT,X,Pinless Settlements ,53,40.98,2026-01-01,181629, ,BSB001806
2535 North First St,San JoseCA,5311,eBay O*21-14029-,40,D/C SETTLEMENT,X,Pinless Settlements ,24,12.66,2026-01-02,5017, ,BSB001806
1124 LISBON STREET,LEWISTONME,5814,DUNKIN #301212 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,62,2.26,2025-12-30,61700, ,BSB257811
330 West 34th Stree,8009916815NY,5661,Foot Locker,40,D/C SETTLEMENT,X,Pinless Settlements ,69,73.85,2025-12-30,1400, ,BSB342044
One World Trade Cen,NEW YORKNY,2741,THE NEW YORKER -,40,D/C SETTLEMENT,X,Pinless Settlements ,53,8.44,2025-12-30,44758,Y,BSB409955
7700 EASTPORT PARKW,6463801874NY,5621,PAYPAL *US DFS I,40,D/C SETTLEMENT,X,Pinless Settlements ,25,126.45,2025-12-29,25442, ,BSB338486
179 NECK RD,BENTONME,5499,DIXONSCOUNTRYMAR,40,D/C SETTLEMENT,X,Pinless Settlements ,32,21.33,2025-12-30,163554, ,BSB210671
45 CHURCH ST,DEXTERME,5814,DUNKIN #350247 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,72,3.88,2025-12-30,102900, ,BSB332637
303 2nd Street Suit,SAN FRANCISCOCA,5812,DD *DOORDASH CHI,40,D/C SETTLEMENT,X,Pinless Settlements ,39,21.17,2025-12-31,110844, ,BSB001806
